overall,vote,verified,reviewText,summary,unixReviewTime,Topic1,Topic2,Topic3,Topic4,Topic5,imagenum,nameverified,Sentiment,Length,Sentences,Flesch,Days,verified_option,Retail,vote_fillna
4.0,,1,"As inexpensive, ergonomic keyboards go, this one can't be beat (at least in the PC world.) I prefer wired keyboards and mice. I hate dealing with the batteries and intermittent connections of the wireless breeds. So, if you're looking for a good ergo-keyboard that's quiet and has a luxurious, soft feel to the keys, as well as a padded wrist-rest built in, this is the best solution. The extra keys are pretty standard, with the exception of the absence of media player buttons. It has volume, mute and a 'play/pause' button, but I would have sacrificed the generic programmable number buttons at the top for a 'prev/next track' and 'stop' buttons. I've gone through a lot of keyboards and this is the only one I've ever purchased a second time.",Feels good... and it's good for you!,2008-02-22,0.48684000968933105,0.037709999829530716,0.40237998962402344,0.04456000030040741,0.028510000556707382,0,1.0,0.7992,130,7,69.52,870,0,1,0.0
1.0,,0,Alt-f4 doesn't work because Microsoft remapped the keys on this keyboard so the keyboard's shortcuts don't work the same way as the Windows operating system.,remapped keys,2008-02-20,0.4871799945831299,0.03751000016927719,0.39921998977661133,0.04639999940991402,0.029689999297261238,0,0.0,0.0,25,1,46.1,868,0,1,0.0
4.0,,1,"I think the keys are louder and ""stickier"" than I'd like them to be. Other than that, the multimedia keys work well with my Mac (Leopard) and I like the integrated wrist pad. Because I replaced the standard Mac keyboard with this one, I had to buy a USB hub to get back the USB ports I lost.","""Sticky"" keys but works well with a Mac",2008-02-19,0.4839400053024292,0.03717000037431717,0.4034999907016754,0.045979999005794525,0.029419999569654465,0,0.0,0.5859,58,3,77.27,867,0,1,0.0
2.0,,1,"I agree Microsoft has to work on quality control, here's a paragraph with the word ""none"" typed with this keyboard to show how often it didn't register ""n"":

none none none none none none none none one none none none one none none none none oe none none none oe none none none none noe none none none

It reduced my word accuracy by 17% by eating ""n"" in 5 of my 30 sample words !

 A pity, there are so many lemons in this line, since it is an otherwise a good product !","""N"" doesn't register !!",2008-02-11,0.47641000151634216,0.05245999991893768,0.3921700119972229,0.049389999359846115,0.029570000246167183,0,0.0,0.5837,93,1,10.92,859,0,1,0.0
4.0,2.0,1,"Note: See the bottom of this review for most recent impressions.

I bought this keyboard hoping that it would relieve the strain placed on my wrists by typing. So far it has worked wonderfully. I can type on this keyboard for long periods of time without discomfort, whereas five minutes with a normal keyboard used to cause immense pain in my wrists.

My only complaint is that the spacebar was a lot firmer at first than I expected. It has become slightly easier to press with time, but not by much. This may only be the case for some of the keyboards, as the one that I played around with at the store (same model) seemed to have a looser spacebar.

Also, be aware that the keyboard is pretty tall (which is necessary for it to tilt slightly backward and be comfortable to use) and may not allow your keyboard tray to retract fully into the table. This slight inconvenience, however, is well worth the superior comfort that this keyboard provides for your wrists.

Edit (November 23, 2008):

I used this keyboard for a couple of months after buying it, but eventually my RSI got worse and I stopped using a computer altogether. I've recently begun to use a computer again under the supervision of a physical therapist, and the keyboard that I use is a Goldtouch Soft Touch keyboard (GTN0077-ST). This keyboard is better than the Microsoft 4000 in three ways: 1) The keys, including the space-bar, are much easier to press (requiring only 45 g of force); 2) The amount the keyboard is split and raised is adjustable; 3) There is no number pad which allows the mouse to be placed closer to the center (requiring less reaching and strain).","Very comfortable, but the spacebar takes a little getting used to",2008-01-22,0.48754000663757324,0.03759999945759773,0.39914000034332275,0.046470001339912415,0.029239999130368233,0,0.0,0.975,292,8,51.35,839,0,1,2.0
5.0,,1,"It's a good keyboard. Some of the extra keys don't work on Linux without a special driver. I don't know why they didn't just design those keys to send normal USB keycodes, but they didn't.

The insert/del/home/end/page up/down key block is in the correct location and layout. This is getting hard to find these days.

The keys are fairly soft and easy, but they do click a little, which is nice.",Good layout. A bit windows centric.,2008-01-13,0.4883100092411041,0.03641999885439873,0.396340012550354,0.045049998909235,0.033879999071359634,0,0.0,0.4634,71,4,78.79,830,0,1,0.0
5.0,2.0,0,"I've used the Microsoft Natural Keyboard Elite for years at work but never used an ergo keyboard at home. Finally, after struggling with wrist pain at home, I broke down and purchased the Natural Ergo Keyboard 4000. Well, it's even better than the MS Keyboard Elite and has a nice soft/muted touch. The padded keyboard is great and the slopes and different key shapes do make a difference. I use a Mac and this product plays well with the OS X. It now gives me handy buttons for volume, search and application launching. I wish I could just use this keyboard for everything instead of mousing around all the time. Too bad Microsoft can't make their software like this product because it feels so thought out and well designed. My only critique is that the keyboard is on the large side; however, it's not enough of a rant that I would knock a star off its rating.

If you've ever suffered any form of carpal tunnel or just have tired wrists at the end of the day, you owe it to yourself to try out this keyboard. It'll do wonders for your typing comfort. You may not become a better keyboarder but you'll certainly feel more refreshed after a whole day of typing. It's that comfortable.",Best keyboard I've ever used!,2008-01-06,0.49465999007225037,0.03962999954819679,0.38951998949050903,0.04425999894738197,0.031929999589920044,0,0.0,0.9774,216,12,78.59,823,0,1,2.0
4.0,,1,"I've owned this keyboard for a few months. The letter ""N"" has been a real headache. It requires a different stroke to print. With an ""N"" in my name I frequently find the ""N"" missing. Outherwise it is a very comfortable keyboard.","The letter ""N""",2008-01-02,0.48976999521255493,0.04520000144839287,0.389739990234375,0.045910000801086426,0.02937999926507473,0,0.0,0.3384,42,5,88.33,819,0,1,0.0
5.0,,1,"I have owned this product for about a month now.  I purchased it just before Thanksgiving.  I still haven't seen the price lower than what I got it for.  Its a testament Amazon's ability to leverage a number of suppliers to offer consumers the best price.

I work from home a lot and I needed an keyboard for my home office.  I also type a lot so I was beginning to feel the strain on my hands from typing on my small laptop keyboard.  The spacing of the keys and the downward sloping of the keyboard was awkward at first but after about a week I really got comfortable with the keyboard.  I don't get tired after a long day of typing anymore which is all I can ask for.  There aren't a lot of good Ergo keyboards out there but I would recommend this one to anyone looking to upgrade from a standard keyboard.",Great Product at a Great Price,2007-12-31,0.4820699989795685,0.036079999059438705,0.40182000398635864,0.05147000029683113,0.02855999954044819,0,0.0,0.889,155,1,-68.94,817,0,1,0.0
3.0,,1,"I bought this keyboard with some reservation based on the comments of others re: the spacebar.  I concluded that I'd get used to it if it was really as bad as claimed (and I presumed that others were being a bit dramatic about the problem).

Well, to my surprise, it does take an unexpectedly strong stroke to get a space compared to the other keys.  But, yes, I have gotten used to it.  The biggest issue is that there is a bit of play in the spacebar, so you have to get accustomed to pushing through that first bit, then really whacking it to get the space you wanted.  (Take ""whack"" with a grain of salt -- it is just a keyboard key, it's not like you need to swing a hammer and hope for the best.)

I actually find the Zoom feature kind of nice.  The other ""extra"" keys haven't gotten much use yet, but as I ramp up the keyboard's use for work -- and Excel -- I think I'll really like the extra numeric keypad keys (parens and equals).

I've been using the Microsoft ergo keyboards for at least a decade.  While not a connoisseur, I am dependent on them for the comfort of my wrists.  I'd say this is at least as comfortable as any of the others, perhaps a mite better.

My biggest frustration, just edging out the spacebar issue, is the fact that the keyboard simply makes a racket.  I was typing on a phone call and I realized that it was literally difficult to hear my colleague over the ""din"" of my keystrokes.  Older versions were definitely quieter.

If I had it to do over again I'd get the simpler model with fewer bells and whistles.  But this one will be adequate for a few years ... I just won't be singing its praises.",Adequate but not as good as I hoped,2007-12-30,0.4853900074958801,0.03568999841809273,0.39315998554229736,0.054590001702308655,0.03116999939084053,0,0.0,0.9833,307,2,-67.42,816,0,1,0.0
4.0,,1,"The keyboard is very good, so far the only problem the fact that every ergonomic keyboard I have used has had a different touch and layout. But this one has proved to be very good overall and one of the few keyboards that was Mac compatible.",Learniung Curve,2007-12-11,0.4841800034046173,0.037300001829862595,0.4028699994087219,0.04613000154495239,0.029519999399781227,0,1.0,0.6742,46,2,73.51,797,0,1,0.0
4.0,,1,"I just plugged in my second Ergo 4000 keyboard. The first one developed a stiff ""6"" key after about 18 monthes of use. I suspect that I hit this key at an angle, since it is rather far from my fingers when typing. That may have bent something inside the keyboard. My older Microsoft keyboards are still going strong after more than five years.

I am sticking with this keyboard because it seems to offer the best ergonomics of any reasonably priced product. I have seen very exotic looking ergo keyboards, but they cost hundreds of dollars.",Nice keyboard. Could be more durable.,2007-12-06,0.4865800142288208,0.036490000784397125,0.4029200077056885,0.04512999951839447,0.028880000114440918,0,0.0,0.4854,97,6,71.95,792,0,1,0.0
1.0,28.0,0,"The spacebar is practically unusable.  If you hold your hands in a normal position then you'll likely hit the bar near the edge.  Due to a pitifully bad design the spacebar will bend incredibly far before suddenly snapping and finally registering the keypress.  Yes, if you press it closer to the middle then it will work (but still requires far too much force to be considered ergonomic).  Why should anybody have to use a non-standard typing style to use a keyboard, though?  Doesn't that defeat the purpose of supposedly being ergonomic?  It's just really difficult to understand how such a bad design got onto the market.  Absolutely don't waste your time on this keyboard.",Incredibly Horrible Spacebar,2007-11-11,0.4786899983882904,0.04326000064611435,0.4016200006008148,0.04766000062227249,0.028769999742507935,0,0.0,-0.677,114,1,-44.24,767,0,1,28.0
5.0,,0,"I have had This keyboard for a good 6 months now and at first it took a little to get used to using an ergo board all over again but it was worth it. If you want to avoid any wrist pain, or help cope with pain  you may have now this is the keyboard for you. I have had many over the years and this one just tops them all off.

Pros:
The wrist pad is perfect and extremely comfortable on the palms. It cleans easily and has yet to show any signs of wear and tear. I type pretty much all day everyday.

Key placement is great, I also like how a couple keys are a little larger so that they are easier to hit when you start going faster, I would have been nice to have uniform keys for switching to the DVORAK board but I just engraved and painted each key with the proper letters and I was good to go.

Shortcut keys: They are great for working on everything, I have them set for all my various programs that I use all the time (would be nice if there was a tab that could be incerted to say what the key is for but after you use them for a bit it's ok and you remember what you programed them for.

Alternate function F keys: These are rather nice as most programs don't really use these keys all that much anymore you can simply hit the botton so that they work with their alternate functions and they the functions writen on them so that makes life easy!

Cons: The only con I have been able to come up with is that the space bar should be a split bar so that it can be used easier, you tend to have to push it a little harder than youd like to get it to activate.","Simply the best! Comfortable, great shortcuts and more.",2007-11-06,0.48903998732566833,0.0356299988925457,0.39462000131607056,0.047029998153448105,0.03369000181555748,0,0.0,0.9968,319,5,40.56,762,0,1,0.0
3.0,,0,"This new model is a significant improvement over their older (white, ps2-plug) edition.  The soft textures have the feel of high quality.  The keys have a sure over-center action.  Easy installation with USB connect.  The only flaw: a sticky space-bar key.  Perhaps problem will fade after it's broken in a bit. I am surprised this particular unit was allowed to leave the factory.  The unit I purchased last year was perfect.
--- Computer Tech for a US Govt office ---",MS Ergo Keyboard 4000 review,2007-11-05,0.4736799895763397,0.04219000041484833,0.40661999583244324,0.04698999971151352,0.030519999563694,0,1.0,0.8225,78,2,31.89,761,0,1,0.0
5.0,3.0,1,"First thing's first, when I was researching this keyboard many users were complaining about the spacebar being too stiff. I've been using it now for two weeks and have determined that the problem is due to the curvature of the keyboard. The farther away from the center of the spacebar you that you tap it, the stiffer it is and is thus less responsive. If you happen to tap it closer to the middle, then it's fine.

I'm a programmer and I type all day long and use the entire keyboard (function keys and all the puntuation that comes with writing code). After I had a chance to use an ergonomic keyboard for a couple months w/o any pain, I finally purchased the Ergo 4000. I love it.

As for a couple specifics, the last ergonomic keyboard I used had an enlarged delete key. The home, end and page keys were normal size. I never got completely used to it and was glad when the Ergo 4000 came with a normal cluster as I use those keys alot.

Also, as is typical, this keyboard has a function lock key that can toggle between the standard function keys and special programmed shortcuts. I use the function keys alot and never use the special functions, so I was also pleasently surprised to discover that function lock is turned on by default. So when I first boot up and login, I don't have to remember to turn the function lock on.

The only con I can come up with is that there is only a single ""Windows"" shortcut key located on the left side. I also use this key a lot and my last keyboard that came with my Gateway had the shortcut key on both sides and I tend to prefer to have the key on the right side. But I can live with it. I hope this helps others.",Why everyone is complaining about the spacebar,2007-10-24,0.4832800030708313,0.03674999997019768,0.39952000975608826,0.048569999635219574,0.03187999874353409,0,1.0,0.9372,318,13,71.99,749,0,1,3.0
3.0,,0,"The ergonomic styling works well, after only a few days I am already seeing less burning sensation in my wrists.. downside is, I am not used to this style of keyboard yet so my WPM rate is down by about 33%... this is not the keyboard's fault, of course.

The keys are a bit stiff, resulting in occasional typos due to the key-press not registering. The Spacebar is also somewhat problematic in its design: you have to strike it STRAIGHT DOWN, if you tap it at somewhat of an angle, as you are inclined to do due to the shape of the keyboard, as often as not it will not depress fully.

I do appreciate that the numberpad and the function keys (Insert, Delete, Home, etc) are in the traditional arrangement.

I will agree that the user should be able to customize the functionality of the Zoom scroll in the center of the keyboard... they should be able to fix this in a driver update, should they decide to do so.

Overall, its a good keyboard that could be better, and honestly, I think the $65 retail price is a bit steep for what you are getting. Maybe they will come out with a 4100 or whatever that will address these issues.",Good but could be better.,2007-10-15,0.4889200031757355,0.04061000049114227,0.394320011138916,0.04428999871015549,0.031860001385211945,0,0.0,0.9521,212,3,25.09,740,0,1,0.0
5.0,,1,My favorite keyboard of all time. Comfortable. Types fast. Not too noisey. And actually has shortcut keys I actually use. I am disappointed that the Zoom button requires hand-editing of XML files to force it into a scroll instead of Zoom. The driver should provide easy-to-use GUI control over how the zoom feature functions.,Favorite keyboard of all time,2007-10-10,0.4778600037097931,0.036660000681877136,0.40171000361442566,0.04992000013589859,0.03384999930858612,0,0.0,0.4939,54,5,68.97,735,0,1,0.0
5.0,,0,"I just wanted to say that I picked the keyboard up the other day, and I like it a lot. The space bar issue seems to be fixed because it is very easy to press for me. So if that's whats holding you back, I would say try it out for yourself at a local store.

The overall build quality is excellent, and it works fine with Vista.","Great Keyboard, Space Bar fixed",2007-10-01,0.4905500113964081,0.03686000034213066,0.3921299874782562,0.05129000172019005,0.029170000925660133,0,0.0,0.8805,68,3,82.27,726,0,1,0.0
5.0,2.0,1,"This is the best keyboard I have ever used. I have been using computers fill time for the past 12 years and I have used all kinds of keyboards. From the old IBM ones, to the HP keyboards that are shipped with their HP UX machines, to the SGI workstation keyboards and some random multimedia ones.

However, when I tried this keyboard last year (when it was on some sale), I knew that I have found my keyboard. I subsequently took it to work and purchased another one for home. I know that if I ever buy another keyboard, it will be the same one, or some future revision of this keyboard.",The best keyboard I have ever used,2007-09-27,0.47683998942375183,0.03691999986767769,0.4082399904727936,0.0487699992954731,0.02921999990940094,0,0.0,0.6369,112,5,74.12,722,0,1,2.0
5.0,,0,I love this keyboard.  It takes a lot of the strain off of the top of hands and wrists due to the way it tilts forward (there is a riser on the front part of the keyboard).  The keys themselves are also at a very comfortable angle.  There are also 5 programmable hot keys which are very convenient.,Great keyboard!,2007-09-25,0.49020999670028687,0.037050001323223114,0.3928700089454651,0.045820001512765884,0.034049998968839645,0,0.0,0.8553,58,1,37.99,720,0,1,0.0
4.0,,1,"This keyboard is very nice, quality feel and very comfortable. But the one thing that gets me is the space bar...it is kind of hard to depress at times  but I'm sure anybody can get used to it. I'm certainly getting the hang of this. Overall 4 and a half stars!",Only 1 annoying little flaw...,2007-09-19,0.49022001028060913,0.03685000166296959,0.39083001017570496,0.04910000041127205,0.032999999821186066,0,0.0,0.518,51,4,83.86,714,0,1,0.0
1.0,5.0,0,"This keyboard has wonderful bells and whistles, and I _really want to love it.  However, I find that the space key istotally non-functional; it loves to either not add a space or add too many.  As you can see from this review, maybe one out of ten times or so the space key malfunctions.  ___It's particularly bad when I tap it twice quickly at the end of a sentence.  ___What you see here isthe unedited results of typing on this keyboard.  While it's annoying and intrusive typing prose, it's completely unusable for applications which use the space key as apaging mechanism (eg, reading mail or an RSS feed via an  RSS reader, when it skips _a bunch of items and marks them ""read"").  [Since HTML doesn't show the extra spaces, I've gone back and replaced all the extras with ""_"" -- it doesn't type the underscores, it adds extra spaces.]

My wife works at Microsoft so I got this for a steep (and non-refundable) discount.  I can't imagine paying $50 for this fundamentally flawed device.",Great bells and whistles; deeply flawed and unusable keyboard,2007-09-17,0.48471999168395996,0.040470000356435776,0.39695999026298523,0.046879999339580536,0.030980000272393227,0,0.0,0.7722,173,1,-87.21,712,0,1,5.0
3.0,2.0,1,"How ergonomic is a keyboard that requires 5x the amount of force to push down the space bar as the other keys?  I am very disappointed in this model.  The previous white Natural Keyboard Elite was much more usable.

In fact the Natural Keyboard Elite is/was one of THE best keyboards ever made.  I've been using computers since Apple II, TRS-80, IBM PC, Atari 400, Commodore PET, etc.  Working in IT you get to use ALOT of different keyboards and terminals.  The Natural Keyboard Elite was a pinnacle of design, function, and usability.  Nearly every other keyboard claiming to be ergonomic has serious issues including the Perixx boards.

This Keyboard 4000 is one of the worse jokes microsoft ever pulled.  It's overly large and the SPACE BAR is notoriously badly designed.  The space bar needs to be whacked to type and is extremely loud in it's travel.  This would be a great keyboard for Windows 8 if you follow my line of thinking here.

This model made my hands hurt.  I am returned it.

Update: DEC-2013,  if you look around on eBay you can find, though rarely, unused NEK for under $50.",Not very ergonomic - VERY BAD,2007-09-06,0.48052000999450684,0.03959000110626221,0.4014500081539154,0.04661000147461891,0.03183000162243843,0,0.0,0.5434,192,1,-106.49,701,0,1,2.0
4.0,,1,"I bought this to stop the pain in my hands.  I'm a computer programmer, and am on the PC typing all day. I needed relief, so my previous job reimbursed me for buying this. Just bought it for myself because I'm working at home now.
Great keyboard. It's comfortable, types nice, quiet - so I don't annoy my girlfriend when we're both in the room.
Only reason I gave it 4 stars is that it's not wireless. How could such a great keyboard, with today's tech not be wireless?!",Awesome keyboard - but why no wireless version?,2007-08-30,0.48396000266075134,0.0400799997150898,0.40156999230384827,0.04535999894142151,0.029020000249147415,0,0.0,0.9421,88,6,81.93,694,0,1,0.0
5.0,,1,I avoiding switching to an Ergo keyboard as most of them that I tried seemed awkward to use.  When I tried a keyboard my friend had I was quite impressed how easy it was to use.  I was so happy with it that after buying one for home use I also order one for work.,Usable Ergo Keyboard,2007-08-29,0.4812900125980377,0.03703000023961067,0.40011000633239746,0.0494999997317791,0.03207999840378761,0,0.0,0.91,55,1,41.03,693,0,1,0.0
3.0,4.0,0,"I would give this keyboard a 5-star rating, except that (unlike every one of the many other USB keyboard I have used, it will not work through a PS/2 converter/adapter...

I struggled for several days last year with the MS Ergo Keyboard 4000's USB connection -- trying to get it to work through a high-quality Raritan KVM switch (which has PS/2 connectors for mouse and keyboard, no USB), and finally gave up.

I *really* wanted to make it work, since I love many things about that keyboard, but I have to go through KVMs (and I already have a HUGE investment in the Raritan PS/2 equipment, so it would cost a small fortune to replace that with USB KVM equipment).

I thought that it should be possible to make it work -- especially because I have used many other USB keyboards and USB mice with my KVMs.

I tried many things including:

(1) Several different brands of the little USB-to-PS2 and PS2-to-USB convertor/adapters (these are the little green or purple ones, about 1.5"" long that sell for about $3-4 US),

(2) Several of the more ""upscale"" USB-to-PS2 converter/adapters/splitters, such as the kind used for connecting keyboard and mouse to a laptop that has only one connector for external keyboard and mouse (these are about 6""-10"" long, usually having a small nodule-thingie in the middle, with 1 cable about 3"" on one side, and 2 cables about 3"" long on the other side, and sell for about $10.00),

(3) Some high-end USB-to-PS2 converter/adapter/splitter/emulators, like the laptop converter/splitter described above, but additionally having electronics which emulate a mouse (so that, when using a KVM and you switch it from computer A to computer B, Computer A still thinks it has a mouse attached).  (Since the USB connector on these is male, and the USB connector on the MS 4000 keyboard is male, you have to use a F-F gender changer between them). These sell for about $50-150.00.

(4) Praying

(5) Holding my breath and contorting my mouth into unusual shapes,

none of which worked.

I cannot understand WHY it is not possible to get this keyboard to work through USB-to-PS2 converters.  I posted questions in a few online forums about this, but have never gotten any answers.

Since then, I have discovered that there are also a few USB mouses (both wired and wireless) made by Microsoft, which similarly do not work with the KVMs, converters/adapters, splitters/emulators.  (But I have some earlier models of Microsoft USB mice which do work -- such as the  Wireless Optical Mouse 2.0).

I have reluctantly resigned myself to the fact that the MS 4000 Ergo keyboard is not going to be possible for me with my KVM setups.

But -- still I would like to know the reason WHY?!?!  What is Microsoft doing differently with their USB?

It appears to be yet another instance where Microsoft ignores well-established international standards, and designs things they way they think is ""better"", to hell with compatibility with the rest of the world's manufacturer's devices.

But, what is it that Microsoft is doing differently, which they apparently think is better than the USB standard?  What are we gaining from this difference?

Microsoft won't answer this question.  I've sent it to a few of the computer-tech magazines, but they don't seem to be sufficiently interested in the problem to provide an answer.

I would be most grateful if there is someone here who could enlighten us as to the ""WHY"" of this incompatibility.

Thanks!",Why does it not work with USB-to-PS/2 converters?,2007-08-18,0.4820300042629242,0.042980000376701355,0.3990600109100342,0.04565000161528587,0.03027999959886074,0,0.0,0.9844,579,2,-213.92,682,0,1,4.0
5.0,8.0,1,"I have been using ergonomic keyboards for years, but my old one was getting long in the tooth, and finally a few keys broke, so I had to get a new one. And I am a mac user, so I looked for a mac keyboard, and ordered it, but it was flat and felt terrible, so I decided to go for the MS keyboard, and absolutely love it. The drivers work great, and the keyboard has a wonderful feel, and the keys have great resistance. This is a perfect keyboard.

Now if only MS would start making the Trackball Explorer again, then I would be really happy.",Amazing Ergonomic Keyboard even for a Mac User!,2007-08-18,0.48166000843048096,0.03954999893903732,0.3992300033569336,0.04820999875664711,0.03133999928832054,0,1.0,0.9838,107,4,69.65,682,0,1,8.0
3.0,,0,"I hate this keyboard.  I've been a touch typist for many years, including on those with ""Natural"" keyboard layout, but never seem to find the right key on this one.  Thumbs down!",Not for touch typing,2007-08-17,0.4752900004386902,0.03723999857902527,0.4075399935245514,0.05045999959111214,0.02947000041604042,0,0.0,-0.3903,32,1,64.38,681,0,1,0.0
5.0,,0,"As most of the other reviews state, this really is a 5 star keboard. I can find no fault with it other than it may possbily be TOO comfortable! I purchased this keyboard for use at work as this is where 75% of my computer usage occurs. It can take a little while to get used to if you've never used an ergonomic keyboard in the past as the curvature and split key configuration is a bit different. Is just so happens that I've actually been able to increase my typing and at the same time, keep my wrists and hands in a more natural position.
Through dumb luck, I was able to get this keyboard for $22 from one of the independant sellers (they changed the listing the day after I bought) and I must say I would have paid $100 for this luxury.",Best keyboard EVER!,2007-08-16,0.491890013217926,0.03971000015735626,0.39421001076698303,0.045239999890327454,0.028950000181794167,0,0.0,0.54,145,6,72.29,680,0,1,0.0
2.0,248.0,1,"I was disappointed in this keyboard for 3 reasons.  First, I thought the mechanical feedback for the key press was poor.  Some keys, particularly the space bar, required significantly more ""push"" than the others.  Also, the space bar was particularly noisy when fully depressed.  Second, the ergonomic design of the keyboard was quite pleasant, but the spacing and the sizing of the keys (some letter keys are larger than others) made typing a bit difficult; larger hands may find it a bit easier going.  Finally, the web quick access button did not permit programming any other browser to open other than Microsoft's Internet Explorer, even bypassing the default browser (FireFox) set up on my computer.  Other buttons could be programmed for it, but not the button labeled for the Internet.  For those 3 reasons, I returned it since it was going to be too frustrating to live with it.",Disappointed,2007-08-10,0.48758000135421753,0.03612000122666359,0.4001699984073639,0.044679999351501465,0.031449999660253525,0,0.0,-0.7904,149,1,-79.77,674,0,1,248.0
1.0,64.0,0,"This keyboard would be perfect except for one damnable flaw: the space bar is very, very hard to depress.  The lower middle of the bar requires a reasonable force, but the left and right sides, particularly the upper left and upper right, cannot be depressed at all.

Depending on your hand size and thumb position, perhaps this is not relevant. But for me the keyboard is completely unusable.

I would not recommend this keyboard to anyone.",Buy this keyboard only if you have thumbs of steel.,2007-08-09,0.4866499900817871,0.03666999936103821,0.39684998989105225,0.0508200004696846,0.029020000249147415,0,0.0,0.522,76,2,49.83,673,0,1,64.0
4.0,3.0,1,"I recently switched to an ergo keyboard at home because my wrists started to hurt. I play games at home and am on the computer all day at work, so in hindsight I probably should have put the ergo kb in at the office but I guess anywhere is better than nowhere.

I bought it because I wanted to try out the ergo keyboards. I'd been using flat keyboards, but still found occasional pain. There are very few ergo keyboards made today, but I think this Microsoft one is the best.

Pros:
- The keys offer solid tactile feedback (unlike the mushy feeling from logitech's ergo kb) and are easy to push (unlike the belkin keyboard that I tried).
- Out of the box, the F keys are locked in their normal (F1 - F12) position
- Wrist pad is made of a comfy pleather material

Cons:
- Offers no USB Hub/additional USB ports
- toggle in the middle of the keyboard is useless as a zoom but with a simple hack (google: microsoft ergo keyboard hack) it can be way more useful as a scroll wheel

-----
Bottom lin: If you want an ergonomic keyboard, definitely consider this","Quality keyboard, made better with a simple hack",2007-08-07,0.4792200028896332,0.03886999934911728,0.4056600034236908,0.04560000076889992,0.030649999156594276,0,0.0,0.945,192,4,39.68,671,0,1,3.0
1.0,5.0,0,"I'm giving this keyboard one star because ultimately a keyboard primarily needs to have keys that are comfortable for me to use and don't impede my input.  I found the keys on this keyboard to be way too ""spongey"", meaning that the keys press down quite a ways then don't spring right back up... It was akin to walking through quicksand, if that makes sense... I found myself having to press the keys harder, and that would then slow down the next key press.  Strongly suggest you try this one out in the store!",Spongey keys but nice features,2007-07-26,0.48326998949050903,0.0368800014257431,0.40167999267578125,0.048969998955726624,0.029190000146627426,0,0.0,0.7959,94,3,65.09,659,0,1,5.0
2.0,3.0,0,"It was almost a better keyboard than all the rest, BUT
- It is less bent than the earlier natural keyboards -
- - unless you are tiny, your wrists won't be straight
- the home-end-pgup-pgdn key group are changed again -
- - back to 2 rows of 3 keys
- - - if you just relearned the 3 rows of 2 keys layout, this is really bad
- the left corner of the wrist rest is cut way too close -
- - if you have big hands the edge digs into your hand - miserable!
- the rows of keys are FLAT -
- - you must prop your wrists up high
- - - - so you don't hit the key below the one you want
- - - - BUT adding a wrist rest hides the LED's for caplock, etc
- - - - - and blocks the back & forward buttons
- the cord exits right on the edge
- - don't let it land on edge - the cord will be severely bent
- - - I lost a Natural MM KB with a cord like this
- - - - (Natural Pro recessed the cord exit, no risk of bent cord)",cut corner on wrist rest - a serious problem if you have big hands,2007-07-17,0.4914200007915497,0.03691999986767769,0.3967599868774414,0.04566999897360802,0.02921999990940094,0,0.0,-0.9316,164,1,-78.07,650,0,1,3.0
3.0,,1,"My first reaction to using this keyboard was that I would ship it back to Amazon the next day.  The keys feel soft and less clicky than my MS Wireless Pro keyboard ($99).  The keyboard is also pretty large; it's 1"" wider from the right side of the main keyboarding area to the right side of the keyboard, which means my arm has to travel an extra 1"" to find the mouse.  The keyboard is also quite tall with the front riser installed, and frankly, the keyboard angle is horrible without it--so you might want to lower your keyboard surface or raise your chair to compensate for this.

But I stuck with it for a few weeks and overall I'm glad I did.  I still plan to buy a better keyboard, but my hands are much more relaxed than they were with the old conventional keyboard I was using.  I used to use split keyboards (the original MS Natural, for example) but somehow quit using them--but I'm glad I've switched again.  I'll keep this keyboard while I save up for a professional ($200+) ergonomic keyboard.",Takes some getting used to.,2007-07-17,0.4753299951553345,0.039329998195171356,0.4003100097179413,0.05124000087380409,0.03378999978303909,0,0.0,0.9784,185,1,-90.93,650,0,1,0.0
4.0,,1,"I switched to this keyboard about a month ago.  It hasn't been hard to get used to the new key layout, it's not that different.  Before this keyboard I was getting pain my my finger joints, and it disappeared after about a week of using the keyboard.  So, so far so good.","So far the transition has been good, and the pain is gone",2007-07-15,0.4798800051212311,0.037060000002384186,0.40455999970436096,0.04583999887108803,0.032669998705387115,0,0.0,0.043,52,1,44.08,648,0,1,0.0
